sample,sandbox_id,n_pairs,session_start,session_end,mean_ts,median_ts,std_ts,min_ts,max_ts,mean_dt,median_dt,std_dt,min_dt,max_dt,mean_len,median_len,std_len,min_len,max_len,mean_spc_pairs,median_spc_pairs,std_spc_pairs,session_duration_s,total_time_diff,total_cmd_len,avg_time_per_char,mean_spc,median_spc,std_spc,mean_cps,std_cps
Kobylka 3302,190,49,2019-12-12 08:23:24+00:00,2019-12-12 09:37:17+00:00,0.8936852978567836,0.42857142857142855,1.2552605202444374,0.011049723756906077,6.428571428571429,55.142857142857146,42.0,50.15185274078449,5.0,221.0,19.408163265306122,15.0,13.160734476950331,2,51,6.662573995211717,2.3333333333333335,14.800246865083746,4433.0,2702.0,951,2.8412197686645637,6.662573995211717,2.3333333333333335,14.800246865083746,0.8936852978567836,1.2552605202444374
Kobylka 3302,192,53,2019-12-12 08:38:22+00:00,2019-12-12 09:32:32+00:00,1.5387448960805816,0.625,2.5931111299607803,0.03508771929824561,14.5,31.867924528301888,24.0,30.377773843494552,2.0,120.0,15.226415094339623,15.0,8.312737005144026,2,41,3.312651067863561,1.6,5.273089182498937,3250.0,1689.0,807,2.092936802973978,3.312651067863561,1.6,5.273089182498937,1.5387448960805816,2.5931111299607803
Kobylka 3302,195,13,2019-12-12 09:38:03+00:00,2019-12-12 09:57:59+00:00,0.6733579389701482,0.29411764705882354,0.71913135145696,0.06293706293706294,2.142857142857143,58.92307692307692,35.0,63.7840909350463,3.0,182.0,13.461538461538462,15.0,6.091187413186701,4,21,4.587275256827531,3.4,4.982891979822185,1196.0,766.0,175,4.377142857142857,4.587275256827531,3.4,4.982891979822185,0.6733579389701482,0.71913135145696
Kobylka 3302,197,16,2019-12-12 09:39:30+00:00,2019-12-12 10:02:59+00:00,1.6455445051739752,0.6561866125760649,2.1025537690220917,0.10365853658536585,7.0,57.1875,26.5,59.12159081080278,2.0,164.0,25.3125,23.0,11.796715644619056,10,56,2.31538919552143,1.5404761904761903,2.587060265982458,1409.0,915.0,405,2.259259259259259,2.31538919552143,1.5404761904761903,2.587060265982458,1.6455445051739752,2.1025537690220917
Kobylka 3302,205,13,2019-12-12 09:44:04+00:00,2019-12-12 10:00:14+00:00,1.071529354834052,0.425531914893617,1.2685400911760518,0.034934497816593885,4.333333333333333,74.61538461538461,36.0,84.00549432580631,3.0,239.0,17.384615384615383,17.0,7.869121737721239,8,39,5.263580499440228,2.35,7.871112772095987,970.0,970.0,226,4.292035398230088,5.263580499440228,2.35,7.871112772095987,1.071529354834052,1.2685400911760518
Kobylka 3302,22,39,2021-04-22 14:31:08.198000+00:00,2021-04-22 14:45:48.283000+00:00,1.7517639731068197,0.9922603691208574,1.9986185502424505,0.11246063877642826,8.423326133909287,16.240666666666666,10.288,13.216028594362891,1.59,51.279,14.0,13.0,9.475730773096632,2,39,1.770320586820587,1.0078,1.9480524783591762,880.085,633.386,546,1.160047619047619,1.770320586820587,1.0078,1.9480524783591762,1.7517639731068197,1.9986185502424505
Kobylka 3302,23,27,2021-04-22 14:22:31.997000+00:00,2021-04-22 15:06:04.619000+00:00,630.9085473615693,0.3821266622509808,2588.829561624118,0.02066991184282599,13000.0,47.52411111111111,39.254,51.374276379955965,0.001,193.518,11.703703703703704,11.0,8.085194516545064,2,39,6.714114022226961,2.6169333333333333,10.26189468014405,2612.622,1283.151,316,4.060604430379747,6.714114022226961,2.6169333333333333,10.26189468014405,630.9085473615693,2588.829561624118
Kobylka 3302,24,47,2021-04-22 14:15:37.960000+00:00,2021-04-22 14:48:22.435000+00:00,1.9925593358315823,1.0226442658875092,2.46571634467935,0.12577034335303736,11.220438460210598,19.404744680851064,12.285,16.900622394595395,1.423,73.517,18.617021276595743,15.0,14.531155720949862,2,65,1.6646191234334864,0.9778571428571429,1.7677683104410729,1964.475,912.023,875,1.0423120000000001,1.6646191234334864,0.9778571428571429,1.7677683104410729,1.9925593358315823,2.46571634467935
Kobylka 3302,25,103,2021-04-22 14:30:41.184000+00:00,2021-04-22 15:59:28.325000+00:00,1.5315178432524976,1.1784511784511784,1.3464594069812377,0.054011720543357906,6.587202007528231,17.93188349514563,7.133,22.268835386182236,0.839,95.945,10.660194174757281,9.0,8.157221506556295,2,39,1.9484870992779717,0.8485714285714286,2.699401479411244,5327.141,1846.984,1098,1.6821347905282331,1.9484870992779717,0.8485714285714286,2.699401479411244,1.5315178432524976,1.3464594069812377
Kobylka 3302,28,50,2021-04-22 14:19:31.831000+00:00,2021-04-22 15:47:50.921000+00:00,0.9027562352755913,0.46067655764654536,1.007568757278612,0.009699556245301777,3.5526983589917105,45.69334,17.9775,57.53709700231209,1.902,206.195,10.92,12.0,6.458154155952057,2,28,7.605954009588451,2.17755,16.340112163113506,5299.09,2284.667,546,4.184371794871795,7.605954009588451,2.17755,16.340112163113506,0.9027562352755913,1.007568757278612
Kobylka 3302,29,44,2021-04-22 14:18:32.347000+00:00,2021-04-22 16:01:12.698000+00:00,273.43775739831483,0.3945620061904662,1808.9587461363237,0.011955966176571688,12000.0,70.87868181818182,29.2725,83.97232827898773,0.001,334.561,12.204545454545455,12.0,8.11997120356489,2,39,8.790613841145893,2.589483870967742,14.993130454072702,6160.351,3118.662,537,5.807564245810055,8.790613841145893,2.589483870967742,14.993130454072702,273.43775739831483,1808.9587461363237
Kobylka 3302,30,26,2021-04-22 14:23:26.433000+00:00,2021-04-22 15:27:01.739000+00:00,2.544796798775237,0.848043636444858,6.098753664578597,0.07619213479477104,31.674208144796378,34.33611538461538,14.6805,36.79169158853876,0.663,142.938,17.923076923076923,16.0,10.560011655005225,3,39,2.5978517210297576,1.2417647058823529,3.40248839538073,3815.306,892.739,466,1.9157489270386268,2.5978517210297576,1.2417647058823529,3.40248839538073,2.544796798775237,6.098753664578597
Kobylka 3302,31,105,2021-04-22 14:43:47.989000+00:00,2021-04-22 15:44:23.656000+00:00,373.80764404607476,1.511258878645912,2519.786067535421,0.05592841163310962,23000.0,13.426390476190475,7.318,14.925479472710187,0.001,68.791,12.81904761904762,11.0,9.557297808059632,2,39,1.5853620734438756,0.6617,2.8331868259070903,3635.667,1409.771,1346,1.0473781575037147,1.5853620734438756,0.6617,2.8331868259070903,373.80764404607476,2519.786067535421
Kobylka 3302,42,180,2020-07-15 07:21:41.557424+00:00,2020-07-15 09:35:00.246702+00:00,695.9970344744135,1.4491570086884782,3993.581438666797,0.1324880200192048,37735.84905660377,22.528405411111112,9.830221,29.221947028253243,0.00032,118.696688,31.166666666666668,17.0,108.84710716151427,3,1049,1.1839228031911482,0.6900665922459893,1.4996953648286442,7998.689278,4055.112974,5610,0.7228365372549019,1.1839228031911482,0.6900665922459893,1.4996953648286442,695.9970344744135,3993.581438666797
Kobylka 3302,43,103,2020-07-15 07:33:10.953921+00:00,2020-07-15 09:29:01.563669+00:00,1.3892012205135291,0.7763199638959462,1.5369921888207219,0.029265965967252026,7.805429101690905,29.438559980582525,22.213631,28.582136022636046,0.533358,132.193778,14.601941747572816,12.0,9.796297625789244,2,53,3.1689100243358626,1.2881286666666667,5.435256693236885,6950.609748,3032.171678,1504,2.016071594414894,3.1689100243358626,1.2881286666666667,5.435256693236885,1.3892012205135291,1.5369921888207219
Kobylka 3302,44,42,2020-07-15 07:25:42.683083+00:00,2020-07-15 08:18:22.526715+00:00,2.1383699095437825,1.5830229244779803,2.041524008046695,0.04481412713373504,10.485642533960375,14.98039557142857,10.208164499999999,16.67415188981436,0.815903,76.357954,15.880952380952381,15.5,11.77471946939896,2,56,1.5218270281427668,0.6322654999999999,3.459076264631384,3159.843632,629.176614,667,0.9432932743628185,1.5218270281427668,0.6322654999999999,3.459076264631384,2.1383699095437825,2.041524008046695
Kobylka 3302,50,11,2020-07-15 07:29:27.455962+00:00,2020-07-15 08:07:55.666503+00:00,5.218064614477964,1.5458490567948673,12.114502709728407,0.18961794638454763,41.22145046506629,62.085181727272726,37.519834,65.78006946198377,1.358516,213.204029,42.36363636363637,48.0,20.853166317241744,19,83,1.9688471547443107,0.6468936896551725,2.0393341403920306,2308.210541,682.936999,466,1.4655300407725322,1.9688471547443107,0.6468936896551725,2.0393341403920306,5.218064614477964,12.114502709728407
